CITY_CODE,CITY_NAME,CITY_COMMON_NAME,COUNTRY_CODE,COUNTRY_NAME,REGION,SUBREGION,LATITUDE,LONGITUDE,EFFECTIVE,OBSOLETE
DO020,Dosso,Dosso,3180,Niger,Africa,Sub-Saharan Africa,13.2,3.6,,0
DO124,Douai,Douai,1470,France,Europe,Western Europe,50.3714,3.08,,0
DO040,Douala,Douala,690,Cameroon,Africa,Sub-Saharan Africa,4.043,9.706194,2021,0
DO010,Doukoue,Doukoue,2250,Côte d'Ivoire,Africa,Sub-Saharan Africa,6.747676288,-7.361483483,,0
DO020,Dowa,Dowa,2690,Malawi,Africa,Sub-Saharan Africa,-13.6534,33.93864,,0
DR010,Draa-Ben-Khedda,Draa-Ben-Khedda,120,Algeria,Africa,Northern Africa,36.7344,3.96223,,0
DR010,Dragash,Dragash,8300,Kosovo (UN administered province of Serbia),Europe,Southern Europe,42.0265,20.65333,,0
DR316,Drama,Drama,1650,Greece,Europe,Southern Europe,41.149,24.13916667,,0
DR100,Dreketi,Dreketi,1430,Fiji,Oceania,Melanesia,-16.6964,179.25876,,0
DR010,Dresden,Dresden,5250,Germany,Europe,Western Europe,51.0493,13.738141,,0
DR020,Drvar,Drvar,1367,Bosnia and Herzegovina,Europe,Southern Europe,44.3573,16.37072,,0
DU020,Dubai,Dubai,4490,United Arab Emirates,Asia,Western Asia,25.0657,55.171273,2019,0
DU010,Dublin,Dublin,2160,Ireland,Europe,Northern Europe,53.3488,-6.260067,,0
DU013,Dubreka,Dubreka,1770,Guinea,Africa,Sub-Saharan Africa,9.7911,-13.52333,,0
DU176,Dubrovnik,Dubrovnik,1676,Croatia,Europe,Southern Europe,42.6536,18.09472,,0
DU010,Dudhkosi,Dudhkoshi,2970,Nepal,Asia,Southern Asia,27.3898,86.585402,,0
DU010,Duekoue,Duekoue,2250,Côte d'Ivoire,Africa,Sub-Saharan Africa,6.7356,-7.35374,,0
DU103,Duisburg,Duisburg,5250,Germany,Europe,Western Europe,51.4248,6.7672,,0
DU030,Dukwi,Dukwi,520,Botswana,Africa,Sub-Saharan Africa,-20.5897,26.512499,2021,0
DU010,Dulles,Dulles,4560,United States of America,Americas,Northern America,39.0264,-77.422521,,0
DU010,Duma,Duma,4140,Syrian Arab Republic,Asia,Western Asia,35.341,37.00279,,0
DU131,Dunai,Dunai,2970,Nepal,Asia,Southern Asia,28.954156,82.894592,,0
DU805,Dundee,Dundee,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,56.462,-2.9707,,0
DU040,Dundo,Dundo,6810,Angola,Africa,Sub-Saharan Africa,-7.3772,20.833733,2021,0
DU027,Dunedin,Dunedin,3090,New Zealand,Oceania,Australia and New Zealand,-45.8742,170.5036111,,0
DU055,Dungu,Dungu,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,3.62,28.572498,2021,0
DU010,Dunkirk,Dunkirk,1470,France,Europe,Western Europe,51.05,2.36667,,0
DU010,Dunkwa,Dunkwa,1620,Ghana,Africa,Sub-Saharan Africa,5.96,-1.77792,,0
DU386,Durango,Durango,4560,United States of America,Americas,Northern America,37.2733,-107.871692,,0
DU070,Durban,Durban,3930,South Africa,Africa,Sub-Saharan Africa,-33.8416,18.65179,2021,0
DU374,Durham,Durham,4560,United States of America,Americas,Northern America,35.9875,-78.90722222,,0
DU596,Durham,Durham,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,54.7761,-1.573213,,0
DU005,Durres,Durres,90,Albania,Europe,Southern Europe,41.4833,19.61667,,0
DU010,Duru,Duru,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,4.2463,28.75272,,0
DU070,Dushanbe,Dushanbe,7614,Tajikistan,Asia,Central Asia,38.564,68.774895,2020,0
DU075,Dusti,Dusti,7614,Tajikistan,Asia,Central Asia,38.0665,68.83674,,0
DU020,Dutse,Dutse,3210,Nigeria,Africa,Sub-Saharan Africa,12.9594,5.26767,,0
EJ010,East Jerusalem,East Jerusalem,4321,State of Palestine,Asia,Western Asia,31.778,35.23541,2019,0
EJ010,East Jerusalem,East Jerusalem,0,,Asia,Western Asia,31.7834,35.23388,2019,0
EA010,East Lansing Mi,East Lansing Mi,4560,United States of America,Americas,Northern America,42.7639,-84.458771,,0
EA357,Eastbourne,Eastbourne,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,50.768,0.2905,,0
EB010,Ebebeyin,Ebebeyin,1390,Equatorial Guinea,Africa,Sub-Saharan Africa,1.9167,11.16667,,0
EB020,Ebel-Es-Saqi,Ebel-Es-Saqi,2490,Lebanon,Asia,Western Asia,33.3567,35.62639,,0
EB010,Ebene,Ebene,2830,Mauritius,Africa,Sub-Saharan Africa,-20.2449,57.49163,,0
EB020,Ebeye,Ebeye Island,5277,Marshall Islands,Oceania,Micronesia,8.7803,167.737223,,0
ED010,Ed Daein,Ed Daein,4021,South Sudan,Africa,Sub-Saharan Africa,11.4333,26.15,2021,0
ED010,Ed Daein,Ed Daein,4020,Sudan,Africa,Northern Africa,11.4676,26.136563,2021,0
ED015,Ed Debba,Ed Debba,4020,Sudan,Africa,Northern Africa,18.05,30.95,,0
ED020,Ed Dueim,Ed Dueim,4020,Sudan,Africa,Northern Africa,14.0012,32.3116,,0
ED115,Edd Al Fursan,Edd al-Fursan,4020,Sudan,Africa,Northern Africa,11.5626,24.318243,2023,0
DE010,Edea,Edea,690,Cameroon,Africa,Sub-Saharan Africa,3.8,10.13333,,0
ED010,Edinburgh,Edinburgh,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,55.9483,-3.1932723,,0
ED020,Edirne,Edirne,4350,Türkiye,Asia,Western Asia,41.6769,26.555556,,0
ED073,Edison,Edison,4560,United States of America,Americas,Northern America,40.504,-74.349411,,0
EF010,Efate,Efate,6550,Vanuatu,Oceania,Melanesia,-17.6667,168.41667,,0
EI187,Eindhoven,Eindhoven,3000,Netherlands,Europe,Western Europe,51.4381,5.4752,,0
EK055,Ekona,Ekona,690,Cameroon,Africa,Sub-Saharan Africa,5.0288,9.4924,,0
AL010,El Ayun,El Ayun,6910,Western Sahara,Africa,Northern Africa,27.1622,-13.20315,,0
EL072,El Bordo,El Bordo,930,Colombia,Americas,Latin America and the Caribbean,2.1131,-76.98452,,0
EL010,El Carmen,El Carmen,930,Colombia,Americas,Latin America and the Caribbean,10.5218,-74.65757,,0
EL015,El Ceral,El Ceral,930,Colombia,Americas,Latin America and the Caribbean,3.0916,-76.66998,,0
EL697,El Consejo,El Consejo,4710,Venezuela,Americas,Latin America and the Caribbean,10.2447,-67.244782,,0
EL005,El Damer,Ad-Damir,4020,Sudan,Africa,Northern Africa,17.59,33.96,,0
EL008,El Fasher,El Fasher,4020,Sudan,Africa,Northern Africa,13.6279,25.349357,2021,0
EL009,El Fula,El Fula,4020,Sudan,Africa,Northern Africa,11.713,28.343961,2021,0
EL030,El Gedaref,El Gedaref,4020,Sudan,Africa,Northern Africa,14.0349,35.38344,,0
EL010,El Geneina,El Geneina,4020,Sudan,Africa,Northern Africa,13.4453,22.43994,2021,0
EH062,El Hol,El Hol,4140,Syrian Arab Republic,Asia,Western Asia,36.3917,41.14919,,0
EL363,El Jadida,El Jadida,2910,Morocco,Africa,Northern Africa,33.2333,-8.5,,0
EL020,El Jordn,El Jordan,930,Colombia,Americas,Latin America and the Caribbean,10.0293,-73.66853,,0
EL020,El Kod,El Kod,9400,Yemen,Asia,Western Asia,13.08839282,45.36206403,,0
EL026,El Marj And Kufra,El Merj,2580,Libya,Africa,Northern Africa,32.4867,20.833889,,0
EL030,El Minya Governorate,El Minya Governorate,4500,Egypt,Africa,Northern Africa,28.0968,30.757576,,0
EL010,El Paso,El Paso,4560,United States of America,Americas,Northern America,31.7601164,-106.4870404,,0
EL020,El Qusayr,El Qusayr,4500,Egypt,Africa,Northern Africa,26.1043,34.27793,,0
EL060,El Radoom,El Radom,4020,Sudan,Africa,Northern Africa,10.0073,25.0103,,0
EW011,El Wak,El Wak,2400,Kenya,Africa,Sub-Saharan Africa,2.8092,40.92885,,0
EL010,Elarish,Elarish,4500,Egypt,Africa,Northern Africa,29.7,32.3,,0
EL060,Elbasan,Elbasan,90,Albania,Europe,Southern Europe,41.0667,20.2,,0
EL020,Eldoret,Eldoret,2400,Kenya,Africa,Sub-Saharan Africa,0.5204,35.26992,,0
EL015,Elharra Oasis,El-Harra,4500,Egypt,Africa,Northern Africa,28.3408,29.08508,,0
EL261,Elias Pina,Elias Pina,1260,Dominican Republic,Americas,Latin America and the Caribbean,18.88333333,-71.7,,0
EL069,Elk Grove,Elk Grove,4560,United States of America,Americas,Northern America,38.4383,-121.3819444,,0
EL077,El-Khalis,El-Khalis,2130,Iraq,Asia,Western Asia,33.8081,44.53344,,0
EL041,Elmina,Elmina,1620,Ghana,Africa,Sub-Saharan Africa,5.0847,-1.35093,,0
EL050,Elmira,Elmira,4560,United States of America,Americas,Northern America,42.0938,-76.8097,,0
EL040,El-Obeid,El-Obeid,4020,Sudan,Africa,Northern Africa,13.1842,30.216686,2021,0
EM013,Embu,Embu,2400,Kenya,Africa,Sub-Saharan Africa,-0.425,37.531,,0
EN603,Enschede,Enschede,3000,Netherlands,Europe,Western Europe,52.2167,6.883333,,0
EN021,Ensenada,Ensenada,2850,Mexico,Americas,Latin America and the Caribbean,24.0594,-106.70028,,0
EN040,Entebbe,Entebbe,4380,Uganda,Africa,Sub-Saharan Africa,0.0612,32.469849,,0
EN010,Enugu,Enugu,3210,Nigeria,Africa,Sub-Saharan Africa,6.45,7.499996,2021,0
EP010,Epe,Epe,3210,Nigeria,Africa,Sub-Saharan Africa,6.5841,3.98336,,0
ER010,Er Rachidia,Er Rachidia,2910,Morocco,Africa,Northern Africa,31.93,-4.42,,0
ER030,Erap,Erap,6490,Papua New Guinea,Oceania,Melanesia,-6.5333,146.7,,0
ER020,Erbil,Erbil,2130,Iraq,Asia,Western Asia,36.1926,44.010614,,0
ER024,Erdut,Erdut,1676,Croatia,Europe,Southern Europe,45.505,19.06389,,0
ER435,Erechim,Erechim,540,Brazil,Americas,Latin America and the Caribbean,-27.6339,-52.2738889,,0
ER777,Ermera,Ermera,8100,Timor-Leste,Asia,South-eastern Asia,-8.7239,125.436107,,0
ER010,Erode,Erode,2040,India,Asia,Southern Asia,11.3428,77.72741,,0
ER090,Erzurum,Erzurum,4350,Türkiye,Asia,Western Asia,40,41.5,,0
ES073,Es Showak,Es Showak,4020,Sudan,Africa,Northern Africa,14.40075742,35.86740211,,0
ES070,Es Subagh,As Subagh,4020,Sudan,Africa,Northern Africa,11.9657,31.038349,,0
ES020,Eschborn,Eschborn,5250,Germany,Europe,Western Europe,50.1433,8.57111,,0
ES028,Esfahan,Esfahan,2100,Iran,Asia,Southern Asia,32.6578,51.669263,,0
ES015,Eskisehir,Eskisehir,4350,Türkiye,Asia,Western Asia,39.6667,31.16667,,0
ES010,Esmeraldas,Esmeraldas,1350,Ecuador,Americas,Latin America and the Caribbean,0.9668,-79.652377,2019,0
ES010,Espargos,Espargos,6820,Cape Verde,Africa,Sub-Saharan Africa,16.7552,-22.9446,,0
ES060,Espoo,Espoo,1440,Finland,Europe,Northern Europe,60.2242,24.660357,,0
ES066,Espungaber,Espungabera,6890,Mozambique,Africa,Sub-Saharan Africa,-20.4516,32.76952,,0
ES020,Esquipulas,Esquipulas,1680,Guatemala,Americas,Latin America and the Caribbean,14.5667,-89.35,,0
ES329,Essaouira,Essaouira,2910,Morocco,Africa,Northern Africa,31.5131,-9.769722,,0
ES010,Essassa,Essassa,1530,Gabon,Africa,Sub-Saharan Africa,0.45,9.61667,,0
ES070,Esteli,Esteli,3120,Nicaragua,Americas,Latin America and the Caribbean,13.1667,-86.33333,,0
ET010,Ethima,Ethima,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,,,,0
ET020,Etoro,Etoro,3380,Republic of the Congo,Africa,Sub-Saharan Africa,-1.6872,15.98083,,0
EU724,Euralille,Euralille,1470,France,Europe,Western Europe,50.6364,3.0747986,,0
EV488,Evanston,Evanston,4560,United States of America,Americas,Northern America,42.0464,-87.69472222,,0
EV009,Evora,Evora,3480,Portugal,Europe,Southern Europe,38.5833,-7.83333,,0
EV010,Evros,Evros,1650,Greece,Europe,Southern Europe,40.8609,25.872155,,0
EW040,Ewo,Ewo,3380,Republic of the Congo,Africa,Sub-Saharan Africa,-0.8725,14.82056,,0
EX488,Exeter,Exeter,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,50.7167,-3.516667,,0
4029R,Ezo,Ezo,4020,Sudan,Africa,Northern Africa,3.307,30.63309,,0
EZ025,Ezo,Ezo,4021,South Sudan,Africa,Sub-Saharan Africa,3.307,30.63309,,0
EZ080,Ezulwini,Ezulwini,4030,Eswatini,Africa,Sub-Saharan Africa,-26.4,31.16667,,0
FA023,Fada Ngourma,Fada Ngourma,4590,Burkina Faso,Africa,Sub-Saharan Africa,12.059,0.362522,2021,0
FA010,Fafi,Fafi,2400,Kenya,Africa,Sub-Saharan Africa,0.0023,40.368725,,0
FA040,Faisalabad,Faisalabad,3300,Pakistan,Asia,Southern Asia,31.4221,73.092322,,0
FA391,Faizabad,Faizabad,60,Afghanistan,Asia,Southern Asia,37.1002,70.534841,2021,0
FA050,Falam,Falam,600,Myanmar,Asia,South-eastern Asia,22.9134,93.67779,,0
FA030,Famagusta,Famagusta,1110,Cyprus,Asia,Western Asia,35.3333,33.86667,,0
FA021,Fanaye,Fanaye,3810,Senegal,Africa,Sub-Saharan Africa,16.55,-15.23333,,0
FA015,Faradje,Faradje,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,3.735,29.70997,2021,0
FA025,Farafangana,Farafangana,2670,Madagascar,Africa,Sub-Saharan Africa,-22.819,47.83,,0
FA020,Farah,Farah,60,Afghanistan,Asia,Southern Asia,32.5,62.5,,0
FA060,Farchana,Farchana,810,Chad,Africa,Sub-Saharan Africa,13.578,21.821508,2021,0
FA320,Faridabad,Faridabad,2040,India,Asia,Southern Asia,28.4112,77.31316,,0
FA010,Farquhar Island,Farquhar Island,6280,Seychelles,Africa,Sub-Saharan Africa,-10.1667,51.133333,,0
FA070,Faryab,Faryab,60,Afghanistan,Asia,Southern Asia,35.9204,64.783798,2021,0
FA010,Fatick,Fatick,3810,Senegal,Africa,Sub-Saharan Africa,14.2833,-16.5,,0
FA010,Faya-Largeau,Faya-Largeau,810,Chad,Africa,Sub-Saharan Africa,17.9257,19.10428,,0
FA943,Fayyum,Fayyum,4500,Egypt,Africa,Northern Africa,29.30995,30.8418,,0
FE030,Feina,Feina,4020,Sudan,Africa,Northern Africa,12.8831,24.48703,,0
FE039,Feira De S,Feira de Santana,540,Brazil,Americas,Latin America and the Caribbean,-12.2667,-38.96667,,0
FE334,Felixstowe,Felixstowe,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,51.9639,1.35151,,0
FE010,Fendall,Fendall,2550,Liberia,Africa,Sub-Saharan Africa,6.6615,-9.65957,,0
FE050,Fenerive-Est,Fenerive-Est,2670,Madagascar,Africa,Sub-Saharan Africa,-17.3805,49.41061,,0
FE010,Feridhoo,Feridhoo,2740,Maldives,Asia,Southern Asia,4.0516,72.72421,,0
FE820,Ferizaj,Ferizaj,8300,Kosovo (UN administered province of Serbia),Europe,Southern Europe,42.3667,21.16666667,,0
FE041,Ferkessedougou,Ferkessedougou,2250,Côte d'Ivoire,Africa,Sub-Saharan Africa,9.5928,-5.19449,,0
FE487,Ferney Voltaire,Ferney Voltaire,1470,France,Europe,Western Europe,46.2558,6.1081,,0
FE010,Fez,Fez,2910,Morocco,Africa,Northern Africa,34.0372,-4.9998,,0
FI010,Fianarantsoa,Fianarantsoa,2670,Madagascar,Africa,Sub-Saharan Africa,-21.4534,47.085438,,0
FI015,Fier,Fier,90,Albania,Europe,Southern Europe,40.7667,19.61667,,0
FI050,Filadelfia,Filadelfia,3360,Paraguay,Americas,Latin America and the Caribbean,-26.884,-56.06487,,0
FI010,Filipinas,Filipinas,930,Colombia,Americas,Latin America and the Caribbean,10.1167,-74.23333,2019,0
FI190,Filippiada,Filippiada,1650,Greece,Europe,Southern Europe,39.204017,20.8831,,0
FI971,Fircrest,Fircrest,4560,United States of America,Americas,Northern America,47.2317,-122.5141667,,0
FI010,Fishtown,Fishtown,2550,Liberia,Africa,Sub-Saharan Africa,4.616,-7.80312,,0
FL060,Florence,Florence,2220,Italy,Europe,Southern Europe,43.7728,11.254825,,0
FL010,Florencia,Florencia,930,Colombia,Americas,Latin America and the Caribbean,1.6159,-75.614301,2019,0
FL063,Flores,Flores,1680,Guatemala,Americas,Latin America and the Caribbean,14.6324,-91.86341,,0
FL973,Florianopolis,Florianopolis,540,Brazil,Americas,Latin America and the Caribbean,-27.5969,-48.548889,,0
FL382,Florida,Florida,840,Chile,Americas,Latin America and the Caribbean,-36.8167,-72.666667,,0
FO010,Foggia,Foggia,2220,Italy,Europe,Southern Europe,39.7093,16.51152,,0
FO050,Fonseca,Fonseca,930,Colombia,Americas,Latin America and the Caribbean,10.8858,-72.848,2019,0
FO010,Forafenni,Farafenni,1560,Gambia,Africa,Sub-Saharan Africa,13.5667,-15.6,,0
FO070,Forecariah,Forecariah,1770,Guinea,Africa,Sub-Saharan Africa,9.4306,-13.08806,,0
FO762,Forobaranga,For Baranga,4020,Sudan,Africa,Northern Africa,12.1367,22.570253,2023,0
FO010,Fort Dauphin,Fort Dauphin,2670,Madagascar,Africa,Sub-Saharan Africa,-25.0318,46.992117,,0
FO359,Fort Lauderdale,Fort Lauderdale,4560,United States of America,Americas,Northern America,26.1371,-80.129686,,0
FL010,Fort Liberte,Fort Liberte,1830,Haiti,Americas,Latin America and the Caribbean,19.6678,-71.83972,2019,0
FO040,Fort Portal/Mbarara,Fort Portal/Mbarara,4380,Uganda,Africa,Sub-Saharan Africa,-0.6047,30.64851,,0
FO010,Fort Vieux,Fort Vieux,6290,Saint Lucia,Americas,Latin America and the Caribbean,13.7841,-60.96588,,0
FO120,Fortaleza,Fortaleza,540,Brazil,Americas,Latin America and the Caribbean,-3.7346,-38.518442,,0
FO070,Fort-de-France,Fort-de-France,1470,France,Europe,Western Europe,14.6089,-61.07334,,0
FO010,Foulaya,Foulaya,1770,Guinea,Africa,Sub-Saharan Africa,10.2833,-14.45,,0
FO010,Foum Gleita,Foum Gleita,2820,Mauritania,Africa,Sub-Saharan Africa,16.1569,-12.66888,,0
FO823,Founex,Founex,5750,Switzerland,Europe,Western Europe,46.3331,6.192485,,0
FO010,Foya,Foya,2550,Liberia,Africa,Sub-Saharan Africa,8.2786,-10.28056,,0
FO629,Foz Do Iguaçu,Foz Do Iguaçu,540,Brazil,Americas,Latin America and the Caribbean,-25.54,-54.5875,,0
FR015,Franceville,Franceville,1530,Gabon,Africa,Sub-Saharan Africa,-1.6333,13.58357,,0
FR010,Francistown,Francistown,520,Botswana,Africa,Sub-Saharan Africa,-21.17,27.50778,,0
FR050,Frankfurt,Frankfurt,5250,Germany,Europe,Western Europe,50.1109,8.6821,,0
FR020,Freetown,Freetown,3900,Sierra Leone,Africa,Sub-Saharan Africa,8.479,-13.26794,2021,0
FR277,Fressingfield Eye,Eye,4530,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,52.345054,1.333857,,0
FR527,Fribourg,Fribourg,5750,Switzerland,Europe,Western Europe,46.8061,7.163056,,0
FR080,Frunze,Frunze,4397,Kyrgyzstan,Asia,Central Asia,42.8667,74.6,,0
FR745,Fryeburg,Fryeburg,4560,United States of America,Americas,Northern America,44.0164,-70.98111111,,0
FU032,Fugnido,Fugnido,1410,Ethiopia,,Sub-Saharan Africa,,,2021,0
FU032,Fugnido,Funyido,1410,Ethiopia,Africa,Sub-Saharan Africa,7.75,34.5,2021,0
FU657,Fujisawa. Kanagawa,Fujisawa. Kanagawa,2310,Japan,Asia,Eastern Asia,35.3356,139.4933333,,0
FU100,Fukuoka,Fukuoka,2310,Japan,Asia,Eastern Asia,33.5862,130.394459,,0
FK010,Fukushima,Fukushima,2310,Japan,Asia,Eastern Asia,37.7592,140.473127,,0
FU051,Funafuti,Funafuti,6180,Tuvalu,Oceania,Polynesia,-8.5172,179.13054,2021,0
FU010,Funatuni,Funatuni,6180,Tuvalu,Oceania,Polynesia,,,,0
FU070,Fursatganj,Fursatganj,2040,India,Asia,Southern Asia,26.2568,81.41105,,0
FU070,Fuzhou,Fuzhou,860,China,Asia,Eastern Asia,21.9822,111.20703,,0
GA020,Gabes,Gabes,4320,Tunisia,Africa,Northern Africa,33.8333,9.75,,0
GA020,Gaborone,Gaborone,520,Botswana,Africa,Sub-Saharan Africa,-24.6545,25.908582,2021,0
GA010,Gabu,Gabu,6850,Guinea-Bissau,Africa,Sub-Saharan Africa,12.1667,-14.16667,,0
GA030,Gafsa,Gafsa,4320,Tunisia,Africa,Northern Africa,34.4225,8.785046,,0
GA010,Gaighat. Udaypur District,Gaighat. Udaypur District,2970,Nepal,Asia,Southern Asia,26.9023,86.92522,,0
GA025,Gaitania,Gaitania,930,Colombia,Americas,Latin America and the Caribbean,3.0909,-75.672109,2019,0
GA010,Galang,Galang,2070,Indonesia,Asia,South-eastern Asia,-6.4639,107.08028,,0
GA848,Galati,Galati,3660,Romania,Europe,Eastern Europe,45.4419,28.03416667,,0
GA046,Gali,Gali,3167,Georgia,Asia,Western Asia,42.6284,41.736421,2019,0
GA050,Galkayo,Galkayo,3920,Somalia,Africa,Sub-Saharan Africa,6.7697,47.430818,2021,0
GA005,Galle,Galle,780,Sri Lanka,Asia,Southern Asia,6.25,80.25,,0
GA010,Gallo,Gallo,930,Colombia,Americas,Latin America and the Caribbean,7.8577,-76.30482,,0
GA051,Galway,Galway,2160,Ireland,Europe,Northern Europe,53.2719,-9.04889,,0
GA047,Gambela,Gambela,1410,Ethiopia,Africa,Sub-Saharan Africa,8.2493,34.589273,,0
GA010,Gamboma,Gamboma,3380,Republic of the Congo,Africa,Sub-Saharan Africa,-2.0772,14.685833,,0
GA661,Gamgadhi,Gamgadhi,2970,Nepal,Asia,Southern Asia,29.55,82.1667,,0
GA050,Gamma Goffa,Gamu-Gofa,1410,Ethiopia,Africa,Sub-Saharan Africa,5.75,37,,0
GA010,Gamu. Isabela,Gamu. Isabela,3420,Philippines,Asia,South-eastern Asia,17.0497,121.83604,,0
GH152,Gandhinagar,Gandhinagar,2040,India,Asia,Southern Asia,32.7186,74.858092,,0
GA055,Gangtok,Gangtok,2040,India,Asia,Southern Asia,27.3257,88.61216,,0
GA010,Gannoruwa,Gannoruwa,780,Sri Lanka,Asia,Southern Asia,7.2844,80.5898,,0
GA010,Ganta,Ganta,2550,Liberia,Africa,Sub-Saharan Africa,7.3022,-8.53083,,0
GA010,Gao,Gao,2760,Mali,Africa,Sub-Saharan Africa,16.2717,-0.044712,2021,0
GA010,Gaoua,Gaoua,4590,Burkina Faso,Africa,Sub-Saharan Africa,10.3314,-3.18202,,0
GA264,Gapchikovo,Gapchikovo,7340,Slovakia,Europe,Eastern Europe,47.8924,17.576669,,0
GA003,Gara Belovo,Gara Belovo,570,Bulgaria,Europe,Eastern Europe,42.2124,24.02081,,0
GA030,Garbaharrey,Garbahaarrey,3920,Somalia,Africa,Sub-Saharan Africa,3.3289,42.22091,,0
GA308,Garchitorena,Garchitorena,3420,Philippines,Asia,South-eastern Asia,13.8797,123.6966667,,0
GA100,Gardez,Gardez,60,Afghanistan,Asia,Southern Asia,33.5992,69.226643,2021,0
GA010,Garfassa,Garfassa,2400,Kenya,Africa,Sub-Saharan Africa,0.8833,38.666667,,0
GA070,Garissa,Garissa,2400,Kenya,Africa,Sub-Saharan Africa,-0.4567,39.640466,,0
GA020,Garoabaer,Garðabær,1980,Iceland,Europe,Northern Europe,64.0702,-21.878546,,0
GA060,Garoua,Garoua,690,Cameroon,Africa,Sub-Saharan Africa,5.8833,14.55,,0
GA040,Garowe,Garowe,3920,Somalia,Africa,Sub-Saharan Africa,8.4054,48.48446,2021,0
GA010,Garpenberg,Garpenberg,4110,Sweden,Europe,Northern Europe,60.3167,16.2,,0
GA158,Garsila,Garsila,4020,Sudan,Africa,Northern Africa,12.3678,23.14197,2023,0
GA014,Garut (West Java),Garut (West Java),2070,Indonesia,Asia,South-eastern Asia,-7.2024,107.8878,,0
GA806,Garzón,Garzón,930,Colombia,Americas,Latin America and the Caribbean,2.1819,-75.6578,,0
GA070,Gatagara,Gatagara,3750,Rwanda,Africa,Sub-Saharan Africa,-1.6501,29.535,,0
GA040,Gaur,Gaur,2970,Nepal,Asia,Southern Asia,26.7645,85.27841,,0
GA010,Gaza,Gaza,4321,State of Palestine,Asia,Western Asia,31.5061,34.462736,2021,0
GA020,Gaziantep,Gaziantep,4350,Türkiye,Asia,Western Asia,37.0594,37.38249,2020,0
GB010,Gbadolite,Gbadolite,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,4.2814,20.999727,2021,0
GB025,Gbarnga,Gbarnga,2550,Liberia,Africa,Sub-Saharan Africa,5.0365,-8.69944,2021,0
GB010,Gbarpolu,Gbarpolu,2550,Liberia,Africa,Sub-Saharan Africa,7.3667,-10.31667,,0
GB027,Gbedin Nima County,Gbedin Nima County,2550,Liberia,Africa,Sub-Saharan Africa,7.2739,-8.83525,,0
GD634,Gdansk,Gdansk,3450,Poland,Europe,Eastern Europe,54.352,18.6466384,,0
GE015,Gebze,Gebze,4350,Türkiye,Asia,Western Asia,40.8028,29.430676,,0
GE010,Gedaref,Gedaref,4020,Sudan,Africa,Northern Africa,14.05,35.35,,0
GE010,Gedo Region,Gedo Region,3920,Somalia,Africa,Sub-Saharan Africa,3.328,42.219876,,0
GE005,Gedu,Gedu,490,Bhutan,Asia,Southern Asia,28.4,90.5,,0
GE347,Geelong,Geelong,270,Australia,Oceania,Australia and New Zealand,-38.1519,144.3519444,,0
GE010,Gelang Patah,Gelang Patah,2700,Malaysia,Asia,South-eastern Asia,1.4484,103.5873,,0
GE010,Gembu,Gembu,3210,Nigeria,Africa,Sub-Saharan Africa,6.7167,11.25,,0
GE050,Gemena,Gemena,990,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,3.2549,19.775081,2021,0
GE398,Genda Wuha,Genda Wuha,1410,Ethiopia,Africa,Sub-Saharan Africa,12.7136257,36.1701426,,0
GE445,Geneina,Geneina,4020,Sudan,Africa,Northern Africa,13.4479,22.464908,,0
GE701,General Luna,General Luna,3420,Philippines,Asia,South-eastern Asia,9.7786,126.15454,,0
GE020,Geneva,Geneva,5750,Switzerland,Europe,Western Europe,46.2022,6.14569,,0
GE020,Genova,Genoa,2220,Italy,Europe,Southern Europe,44.4124,8.932074,,0
GE181,Gent,Gent,480,Belgium,Europe,Western Europe,51.05,3.7303,,0
GE379,Genthod,Genthod,5750,Switzerland,Europe,Western Europe,46.2667,6.149989,,0
GE010,Georgetown,Georgetown,6150,Cayman Islands,Americas,Latin America and the Caribbean,19.2833,-81.366667,2019,0
GE010,Georgetown,Georgetown,1800,Guyana,Americas,Latin America and the Caribbean,6.8026,-58.162852,2019,0
GE835,Georgia,Georgia,4560,United States of America,Americas,Northern America,32.3293809,-83.1137366,,0
GE020,Gereida,Gereida,4020,Sudan,Africa,Northern Africa,11.2754,25.14026,,0
GE060,Geting Kelentan,Kelantan,2700,Malaysia,Asia,South-eastern Asia,5.3333,102,,0
GE010,Gevgelija,Gevgelija,3075,North Macedonia,Europe,Southern Europe,41.2,22.4,,0
GE849,Gex,Gex,1470,France,Europe,Western Europe,46.3333,6.0578,,0
GE010,Geylegphug,Geylegphug,490,Bhutan,Asia,Southern Asia,27.0333,90.41667,,0
GH025,Ghanzi,Ghanzi,520,Botswana,Africa,Sub-Saharan Africa,-22,22,,0
